id,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
39215,37,female,3,free,little,rich,12798,56,domestic appliances
39216,54,male,1,own,nan,moderate,5247,32,business
39217,56,male,3,own,little,nan,12738,12,domestic appliances
39218,53,male,0,rent,quite rich,rich,4305,43,education
39219,28,female,0,rent,moderate,little,6135,21,business
39220,72,male,0,rent,moderate,moderate,11468,52,education
39221,74,female,1,own,nan,rich,7731,43,car
39222,20,male,2,free,moderate,little,2659,23,education
39223,54,male,2,own,little,nan,14205,11,car
39224,37,female,0,own,rich,nan,4588,16,furniture/equipment
39225,49,female,1,own,little,rich,6538,35,domestic appliances
39226,64,female,0,own,rich,rich,9290,29,business
39227,42,male,0,rent,rich,rich,14204,24,furniture/equipment
39228,38,male,3,free,rich,rich,16127,38,car
39229,67,male,1,rent,little,moderate,10577,32,business
39230,33,male,0,free,quite rich,nan,7965,8,car
39231,65,male,3,rent,moderate,nan,15496,59,domestic appliances
39232,59,male,1,own,little,rich,18904,20,business
39233,18,female,0,rent,rich,little,9743,42,furniture/equipment
39234,40,female,2,own,little,little,4776,29,radio/TV
39235,60,male,0,free,nan,moderate,10132,46,domestic appliances
39236,66,female,2,rent,nan,moderate,9107,27,repairs
39237,41,female,3,rent,little,rich,7925,50,business
39238,64,male,0,own,rich,rich,7416,28,business
39239,42,female,3,own,moderate,moderate,775,6,domestic appliances
39240,24,male,3,own,moderate,moderate,12428,22,business
39241,74,female,0,free,nan,little,14740,42,domestic appliances
39242,55,male,3,own,rich,nan,5399,43,business
39243,64,female,2,free,little,nan,1594,53,car
39244,64,female,0,rent,nan,little,1380,40,business
39245,56,male,1,rent,moderate,nan,5960,13,education
39246,52,male,2,free,little,little,13188,28,education
39247,31,female,1,free,moderate,little,5475,54,repairs
39248,26,male,1,own,rich,rich,19026,44,furniture/equipment
39249,20,female,2,own,nan,nan,17870,48,domestic appliances
39250,55,male,3,free,quite rich,moderate,14132,50,furniture/equipment
39251,37,female,3,own,rich,little,18562,58,domestic appliances
39252,58,female,0,free,nan,little,6913,44,radio/TV
39253,50,male,1,rent,quite rich,nan,5820,21,domestic appliances
39254,58,male,3,rent,rich,moderate,18272,57,domestic appliances
39255,61,female,3,rent,rich,rich,17431,15,car
39256,49,male,0,free,little,nan,863,18,business
39257,53,female,1,rent,moderate,nan,7110,27,car
39258,43,male,2,own,little,moderate,10686,10,repairs
39259,65,male,2,rent,little,little,6314,25,car
39260,22,male,1,rent,nan,rich,2070,15,domestic appliances
39261,66,male,3,free,moderate,rich,4599,27,furniture/equipment
39262,47,female,3,own,quite rich,nan,5318,35,education
39263,34,male,2,rent,nan,little,10283,39,repairs
39264,23,female,1,free,rich,rich,5759,17,business
39265,32,female,3,free,little,nan,6626,29,domestic appliances
39266,18,female,0,rent,moderate,nan,3898,55,radio/TV
39267,30,male,1,own,moderate,nan,11025,25,business
39268,65,female,1,free,nan,moderate,16646,32,domestic appliances
39269,51,female,1,rent,nan,moderate,12853,6,radio/TV
39270,47,male,2,own,little,little,8750,45,repairs
39271,36,male,2,own,moderate,little,8847,35,radio/TV
39272,72,female,3,rent,rich,rich,6574,15,business
39273,19,male,3,free,nan,rich,16752,55,car
39274,70,female,2,rent,rich,nan,9105,38,repairs
39275,74,female,3,own,moderate,rich,13445,13,business
39276,61,female,1,free,little,moderate,12071,33,domestic appliances
39277,29,female,2,rent,moderate,rich,10416,29,domestic appliances
39278,57,male,3,rent,little,nan,14493,39,education
39279,61,female,2,own,little,rich,11871,14,education
39280,41,male,2,rent,nan,rich,15527,39,repairs
39281,28,male,2,free,quite rich,nan,5955,36,car
39282,19,female,2,free,rich,little,5017,31,education
39283,18,female,1,free,nan,nan,9806,39,car
39284,74,female,1,rent,little,nan,6843,54,education
39285,45,male,3,own,quite rich,moderate,3037,29,business
39286,21,male,2,free,little,moderate,1428,50,education
39287,58,male,2,free,moderate,rich,1852,52,business
39288,47,female,1,free,moderate,little,10122,49,repairs
39289,24,female,3,own,nan,moderate,15734,48,domestic appliances
39290,39,female,1,own,nan,little,11667,43,domestic appliances
39291,43,male,2,own,little,little,6196,36,domestic appliances
39292,46,male,0,own,nan,moderate,9505,8,repairs
39293,42,female,3,own,nan,moderate,17434,23,furniture/equipment
39294,27,female,2,rent,moderate,rich,11504,33,repairs
39295,37,male,0,own,moderate,rich,4299,52,car
39296,31,female,2,free,quite rich,moderate,701,19,education
39297,50,female,3,rent,nan,nan,8848,37,repairs
39298,22,female,3,own,moderate,little,5232,21,radio/TV
39299,62,male,3,free,moderate,nan,1499,59,radio/TV
39300,23,male,0,own,moderate,nan,18504,54,education
39301,39,female,0,free,quite rich,nan,8899,56,furniture/equipment
39302,34,male,2,free,nan,rich,14972,35,furniture/equipment
39303,32,male,3,rent,rich,nan,5851,24,car
39304,56,female,1,own,moderate,rich,2228,34,radio/TV
39305,57,female,1,free,little,nan,4691,9,business
39306,45,female,3,own,little,rich,4345,6,car
39307,70,female,1,own,rich,little,2863,20,furniture/equipment
39308,19,female,1,free,moderate,rich,16494,48,car
39309,35,male,3,own,rich,moderate,12327,27,domestic appliances
39310,44,male,2,rent,nan,little,4796,32,radio/TV
39311,38,male,0,rent,little,little,5946,25,radio/TV
39312,40,male,1,rent,moderate,nan,5283,54,domestic appliances
39313,24,male,3,free,nan,little,15121,55,furniture/equipment
39314,69,female,2,own,nan,moderate,3470,54,car
39315,65,female,3,free,nan,rich,532,19,radio/TV
39316,36,female,2,free,rich,moderate,18688,58,furniture/equipment
39317,26,female,1,own,nan,nan,17094,8,education
39318,29,male,1,rent,quite rich,moderate,3042,50,furniture/equipment
39319,63,female,1,own,quite rich,moderate,2853,25,repairs
39320,47,female,1,own,rich,little,7293,43,business
39321,24,female,2,free,rich,little,16390,43,domestic appliances
39322,19,female,3,rent,little,little,18981,46,business
39323,34,female,2,rent,moderate,moderate,10895,22,furniture/equipment
39324,28,male,0,rent,rich,nan,4256,38,business
39325,67,female,0,free,quite rich,rich,3926,59,car
39326,29,male,2,own,moderate,little,13289,25,radio/TV
39327,20,male,0,own,rich,little,8062,9,domestic appliances
39328,38,female,2,rent,nan,rich,1342,14,domestic appliances
39329,31,male,1,rent,rich,nan,17736,16,domestic appliances
39330,32,male,2,own,quite rich,moderate,4633,6,radio/TV
39331,68,female,1,free,moderate,little,6264,38,radio/TV
39332,59,male,3,rent,nan,little,6474,27,radio/TV
39333,58,male,3,rent,nan,moderate,3146,42,education
39334,27,female,1,rent,quite rich,moderate,13156,20,furniture/equipment
39335,69,female,2,free,nan,nan,6337,52,repairs
39336,72,female,2,own,quite rich,rich,7347,19,repairs
39337,53,male,1,free,rich,moderate,3547,22,domestic appliances
39338,68,male,0,own,quite rich,little,11928,16,car
39339,27,male,2,own,quite rich,moderate,10509,43,domestic appliances
39340,34,male,1,free,rich,moderate,3724,34,furniture/equipment
39341,61,female,0,free,little,little,17597,52,education
39342,42,female,0,own,nan,rich,1442,30,radio/TV
39343,44,male,1,free,quite rich,nan,1082,28,furniture/equipment
39344,50,male,2,free,rich,little,12985,42,business
39345,28,male,0,free,quite rich,nan,14314,28,furniture/equipment
39346,30,male,0,free,quite rich,nan,803,17,education
39347,18,female,0,rent,little,little,4730,21,domestic appliances
39348,48,male,3,free,nan,rich,13508,54,domestic appliances
39349,50,female,1,own,rich,little,14679,37,radio/TV
39350,38,female,3,free,moderate,moderate,17655,7,education
39351,33,female,0,rent,rich,little,15556,33,domestic appliances
39352,56,male,0,own,rich,nan,7081,25,domestic appliances
39353,40,female,1,rent,quite rich,little,16579,7,furniture/equipment
39354,27,female,0,own,nan,nan,2075,20,repairs
39355,65,male,1,rent,little,rich,12591,50,domestic appliances
39356,50,male,0,rent,quite rich,moderate,1978,55,business
39357,39,female,1,rent,quite rich,moderate,10361,55,business
39358,58,male,1,free,nan,rich,13516,52,car
39359,23,male,2,own,quite rich,rich,16644,37,radio/TV
39360,64,male,2,own,little,rich,18012,58,education
39361,53,male,1,own,rich,nan,16917,11,domestic appliances
39362,64,female,1,free,little,nan,10714,42,furniture/equipment
39363,27,female,0,rent,little,rich,6756,21,car
39364,74,male,0,free,rich,moderate,5664,49,domestic appliances
39365,33,female,2,free,moderate,little,3588,12,domestic appliances
39366,30,female,0,free,moderate,little,5255,32,car
39367,68,female,1,own,moderate,little,10996,18,car
39368,37,female,3,free,quite rich,nan,3210,32,domestic appliances
39369,21,male,1,rent,nan,moderate,7756,18,repairs
39370,37,male,1,own,quite rich,nan,15474,17,business
39371,39,male,0,free,quite rich,nan,5755,40,radio/TV
39372,46,female,0,free,little,little,12547,15,furniture/equipment
39373,33,male,1,own,moderate,little,10495,48,business
39374,60,male,0,free,little,little,11778,55,furniture/equipment
39375,64,male,1,free,quite rich,moderate,12109,15,business
39376,60,female,1,free,quite rich,rich,2612,56,domestic appliances
39377,40,female,1,rent,rich,little,1319,54,radio/TV
39378,47,female,1,own,little,moderate,1124,45,domestic appliances
39379,74,female,2,rent,little,nan,13627,54,furniture/equipment
39380,47,female,0,rent,quite rich,little,4247,9,furniture/equipment
39381,60,male,1,free,little,little,8410,36,car
39382,20,male,1,rent,nan,little,431,58,furniture/equipment
39383,73,female,1,free,moderate,moderate,9051,34,furniture/equipment
39384,41,male,0,own,quite rich,moderate,17464,21,car
39385,66,male,0,rent,nan,little,2691,51,radio/TV
39386,54,male,2,rent,nan,little,6064,55,repairs
39387,30,male,3,own,rich,rich,4135,49,repairs
39388,59,female,2,free,moderate,nan,3863,44,car
39389,49,male,1,free,nan,rich,19453,48,furniture/equipment
39390,54,female,2,rent,nan,little,15486,14,education
39391,29,female,0,own,rich,rich,19806,11,education
39392,25,female,1,own,rich,little,595,38,radio/TV
39393,41,female,0,rent,nan,moderate,10289,34,car
39394,61,male,2,free,moderate,little,1010,24,business
39395,33,female,3,rent,quite rich,rich,17323,12,domestic appliances
39396,49,male,1,rent,little,little,14803,16,education
39397,51,male,1,own,little,nan,9196,28,domestic appliances
39398,52,female,3,rent,nan,little,721,36,repairs
39399,49,female,1,free,quite rich,nan,9947,19,furniture/equipment
39400,67,female,0,rent,rich,moderate,11002,36,furniture/equipment
39401,34,female,0,free,little,rich,2084,47,radio/TV
39402,19,female,2,free,nan,nan,13044,48,furniture/equipment
39403,43,male,0,own,moderate,moderate,10073,7,radio/TV
39404,71,male,2,rent,quite rich,nan,3665,31,furniture/equipment
39405,61,female,1,free,rich,rich,9720,58,radio/TV
39406,34,female,0,own,little,moderate,16345,38,domestic appliances
39407,55,female,0,rent,quite rich,little,5419,14,repairs
39408,66,female,0,own,quite rich,little,1922,41,education
39409,19,female,0,free,moderate,moderate,250,22,business
39410,25,female,0,own,quite rich,rich,671,52,radio/TV
39411,63,male,1,rent,moderate,moderate,17891,22,repairs
39412,23,male,1,own,little,nan,8219,48,domestic appliances
39413,26,female,3,own,nan,little,2716,19,business
39414,18,female,1,rent,moderate,nan,19018,36,repairs
39415,22,female,1,own,nan,little,19779,17,business
39416,56,female,2,rent,nan,little,3378,8,radio/TV
39417,26,male,3,rent,quite rich,rich,18151,38,car
39418,31,male,2,free,rich,rich,16619,37,domestic appliances
39419,44,female,2,free,moderate,rich,9717,55,domestic appliances
39420,26,male,2,free,moderate,nan,17878,38,business
39421,53,female,2,own,rich,nan,5875,43,repairs
39422,46,male,1,free,moderate,little,18320,28,car
39423,37,male,3,own,nan,moderate,10022,38,repairs
39424,32,female,2,rent,rich,moderate,5315,22,radio/TV
39425,53,female,3,free,little,moderate,19007,47,education
39426,20,male,1,rent,rich,nan,17364,55,business
39427,73,male,3,free,little,moderate,12124,18,car
39428,70,male,3,free,nan,little,7591,37,furniture/equipment
39429,40,male,1,free,quite rich,moderate,15067,22,education
39430,71,male,0,own,nan,little,18701,21,education
39431,63,female,2,own,rich,nan,19110,44,domestic appliances
39432,26,female,2,own,rich,nan,6884,44,domestic appliances
39433,47,male,1,rent,quite rich,little,4227,34,domestic appliances
39434,36,male,3,free,moderate,rich,15604,6,repairs
39435,55,male,1,rent,moderate,little,10164,39,business
39436,20,female,0,rent,quite rich,little,8627,35,education
39437,67,female,3,rent,moderate,rich,10188,34,domestic appliances
39438,65,female,0,rent,rich,rich,15515,16,domestic appliances
39439,20,male,1,own,little,little,11274,10,furniture/equipment
39440,51,male,1,own,moderate,moderate,8573,56,car
39441,19,female,1,own,moderate,nan,7159,20,domestic appliances
39442,44,female,0,own,moderate,moderate,5041,16,education
39443,40,female,2,free,little,little,19598,13,domestic appliances
39444,59,female,0,own,quite rich,rich,13618,49,furniture/equipment
39445,49,male,0,own,nan,little,18614,47,repairs
39446,64,female,0,free,nan,nan,10043,24,repairs
39447,52,male,1,own,quite rich,little,5471,38,repairs
39448,57,male,0,rent,moderate,nan,19468,45,radio/TV
39449,35,male,2,own,quite rich,nan,15356,47,car
39450,44,male,0,rent,little,little,6005,48,car
39451,28,male,2,own,nan,rich,14574,49,domestic appliances
39452,56,male,3,rent,quite rich,little,13479,14,domestic appliances
39453,36,male,2,own,nan,moderate,19170,23,education
39454,42,female,1,free,nan,little,9783,43,radio/TV
39455,24,female,3,rent,quite rich,moderate,17259,55,domestic appliances
39456,48,female,1,own,moderate,nan,2715,11,education
39457,74,female,1,rent,little,moderate,3939,56,education
39458,19,male,3,rent,nan,moderate,3513,26,furniture/equipment
39459,55,male,2,own,nan,little,2853,13,repairs
39460,22,male,1,own,rich,little,13385,17,furniture/equipment
39461,31,male,2,free,moderate,moderate,11065,17,domestic appliances
39462,35,female,1,own,little,moderate,3605,17,car
39463,53,male,1,own,nan,rich,687,46,business
39464,21,female,3,own,moderate,little,9218,40,domestic appliances
39465,41,male,3,rent,little,rich,15873,6,radio/TV
39466,30,female,2,own,moderate,nan,14457,53,business
39467,72,female,3,free,little,little,2195,23,furniture/equipment
39468,38,female,1,free,rich,moderate,313,19,business
39469,74,male,0,own,rich,moderate,5348,54,furniture/equipment
39470,50,female,0,rent,rich,moderate,17868,30,radio/TV
39471,37,female,0,free,little,moderate,18661,29,education
39472,22,male,0,own,quite rich,rich,18815,36,furniture/equipment
39473,41,male,2,rent,rich,nan,5929,31,repairs
39474,52,female,3,free,little,rich,14297,18,repairs
39475,47,male,1,rent,quite rich,rich,6917,20,education
39476,45,female,0,free,nan,little,15297,58,education
39477,70,male,2,own,rich,moderate,13929,28,business
39478,68,female,2,own,nan,rich,6967,37,car
39479,62,male,1,own,quite rich,nan,6360,48,business
39480,24,male,3,rent,little,little,12782,8,domestic appliances
39481,59,female,0,free,quite rich,nan,6230,37,radio/TV
39482,52,female,0,free,moderate,rich,4708,30,repairs
39483,72,male,2,own,rich,rich,15317,24,domestic appliances
39484,47,male,2,free,quite rich,little,1319,14,repairs
39485,51,female,0,own,nan,moderate,18960,24,education
39486,56,male,1,own,quite rich,little,2731,56,car
39487,26,male,2,own,quite rich,rich,16841,23,business
39488,70,female,2,rent,rich,little,7154,14,domestic appliances
39489,29,male,3,rent,moderate,little,4844,47,repairs
39490,71,male,1,rent,little,rich,18133,35,furniture/equipment
39491,46,female,1,free,moderate,little,9129,50,car
39492,27,female,2,own,rich,moderate,7627,51,furniture/equipment
39493,44,male,3,rent,moderate,little,11808,23,education
39494,36,male,2,rent,quite rich,little,19058,54,domestic appliances
39495,30,female,0,free,little,rich,5367,40,radio/TV
39496,59,female,2,rent,quite rich,rich,17932,15,furniture/equipment
39497,54,female,2,rent,little,little,886,10,radio/TV
39498,49,female,2,rent,little,rich,13211,47,radio/TV
39499,32,female,0,rent,moderate,rich,4623,47,education
